Number,NPs EOR Method,NPs Concentration(ppm),Polymer Concentration(ppm),NPs Type,NPs Size(nm),Brine Salinity(ppm),API Gravity,Initial Oil Saturation,Viscosity(cp),Temperature,Prosity(%),Permeability(mD),Rock Type,PV injection,EOR,PV injection (ture),EOR (true),EOR after waterflooding,Paper Number,NPs EOR Method (Numeric),NPs Type (Numeric),Rock Type (Numeric),Class
852,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.6333,66.4098,3.6083,19.6623,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
853,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.7083,66.4125,3.6833,19.665,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
854,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.825,66.4371,3.8,19.6896,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
855,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.8917,66.4541,3.8667,19.7066,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
856,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.9667,66.5426,3.9417,19.7951,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
857,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.0417,66.5456,4.0167,19.7981,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
858,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.1083,66.5609,4.0833,19.8134,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
859,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.1667,66.5642,4.1417,19.8167,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
860,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.25,66.5679,4.225,19.8204,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
861,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.35,66.5712,4.325,19.8237,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
862,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.4333,66.5832,4.4083,19.8357,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
863,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.525,66.655,4.5,19.9075,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
864,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.6083,66.6597,4.5833,19.9122,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
865,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.675,66.671,4.65,19.9235,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
866,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.75,66.6966,4.725,19.9491,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
867,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.825,66.6996,4.8,19.9521,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
868,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,5.9083,66.7881,4.8833,20.0406,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,2
869,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.025,46.7475,0,0,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
870,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.0417,48.0655,0.0167,1.318,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
871,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.0833,49.3846,0.0583,2.6371,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
872,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.1167,50.1045,0.0917,3.357,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
873,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.15,51.1836,0.125,4.4361,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
874,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.175,52.023,0.15,5.2755,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
875,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.2,52.7425,0.175,5.995,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
876,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.2583,53.4634,0.2333,6.7159,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
877,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.3083,54.4235,0.2833,7.676,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
878,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.3583,55.0243,0.3333,8.2768,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
879,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.425,56.2246,0.4,9.4771,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
880,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.4667,56.825,0.4417,10.0775,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
881,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.55,57.5469,0.525,10.7994,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
882,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.6083,58.148,0.5833,11.4005,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
883,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.6833,58.7498,0.6583,12.0023,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
884,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.775,59.3523,0.75,12.6048,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
885,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.825,60.0729,0.8,13.3254,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
886,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.8917,60.315,0.8667,13.5675,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
887,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,1.9917,60.7981,0.9667,14.0506,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
888,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.0583,61.16,1.0333,14.4125,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
889,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.0917,61.5206,1.0667,14.7731,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
890,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.1583,61.8826,1.1333,15.1351,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
891,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.2417,62.2452,1.2167,15.4977,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
892,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.2917,62.4867,1.2667,15.7392,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
893,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.3583,62.8486,1.3333,16.1011,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
894,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.425,63.0908,1.4,16.3433,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
895,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.5167,63.334,1.4917,16.5865,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
896,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.6,63.5768,1.575,16.8293,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
897,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.7083,63.8207,1.6833,17.0732,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
898,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.7833,64.0632,1.7583,17.3157,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
899,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.875,64.3064,1.85,17.5589,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
900,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,2.975,64.5499,1.95,17.8024,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
901,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.0583,64.7927,2.0333,18.0452,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
902,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.1417,64.9158,2.1167,18.1683,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
903,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.275,64.9212,2.25,18.1737,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
904,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.375,65.2844,2.35,18.5369,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
905,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.4583,65.5273,2.4333,18.7798,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
906,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.525,65.6497,2.5,18.9022,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
907,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.5833,65.652,2.5583,18.9045,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
908,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.6833,65.8955,2.6583,19.148,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
909,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.7417,65.8979,2.7167,19.1504,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
910,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.8417,66.1414,2.8167,19.3939,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
911,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.9083,66.144,2.8833,19.3965,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
912,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,3.975,66.1504,2.95,19.4029,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
913,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.0667,66.2665,3.0417,19.519,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
914,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.1833,66.2748,3.1583,19.5273,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
915,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.25,66.4009,3.225,19.6534,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
916,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.3417,66.4451,3.3167,19.6976,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
917,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.45,66.4607,3.425,19.7132,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
918,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.5417,66.517,3.5167,19.7695,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
919,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.6167,66.525,3.5917,19.7775,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
920,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.7333,66.5286,3.7083,19.7811,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
921,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.8333,66.5363,3.8083,19.7888,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
922,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,4.9333,66.5403,3.9083,19.7928,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
923,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.0333,66.5522,4.0083,19.8047,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
924,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.1333,66.5675,4.1083,19.82,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
925,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.2583,66.5729,4.2333,19.8254,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
926,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.35,66.664,4.325,19.9165,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
927,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.45,66.6806,4.425,19.9331,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
928,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.5167,66.69,4.4917,19.9425,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
929,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.5833,66.6963,4.5583,19.9488,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
930,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.65,66.7711,4.625,20.0236,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,2
931,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.7417,66.7878,4.7167,20.0403,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,2
932,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.8417,66.7967,4.8167,20.0492,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,2
933,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.9167,66.823,4.8917,20.0755,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,2
934,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9074,45,31,17000,Sand Stone,5.9583,66.8247,4.9333,20.0772,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,2
935,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,1.0022,48.0481,0,0,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
